name_en,name_es,gender,testament,description,meaning
Horam,Horam,Male,OT,"King of Gezer (JOS 10:33), one of thirty-one kings (JOS 12:12) defeated by Joshua (JOS 12:7)",their hill
Hori,Hori,Male,OT,son of Lotan (GEN 36:22),a prince; freeborn
Hosah,Hosah,Male,Both,"one of the gatekeepers (1CH 16:38), to the west (1CH 26:16)",trusting
Hosea,Oseas,Male,Both,the prophet of the book of Hosea (HOS 1:1),"Hoshea, savior; safety"
Hoshaiah,Hoshaías,Male,Both,followed the choir to the right on top of the wall (NEH 12:32),the salvation of the Lord
Hoshama,Hoshama,Male,OT,son of Jehoiachin_1 [Jeconiah] (1CH 3:18),heard; he obeys
Hoshea,Oseas,Male,Both,son of Elah who killed King Pekah and became King of Israel in his place (2KI 15:30),
Hotham,Hotham,Male,OT,son of Heber (1CH 7:32),a seal
Hothan,Hothan,Male,Unknown,,
Hothir,Hothir,Male,OT,"son of Heman_3 (1CH 25:4), chosen twenty-first by lot (1CH 25:28)",excelling; remaining
Hul,Hul,Male,Both,son of Aram (GEN 10:23),pain; infirmity
Huldah,Hulda,Female,Both,"the prophetess, wife of Shallum (2KI 22:14, 2CH 34:22)",the world
Huppah,Huppah,Male,Both,thirteenth-chosen priest for the twenty-four courses (1CH 24:13),
Huppim,Huppim,Male,OT,"(grand?)son of Benjamin (GEN 46:21), son of Bela (1CH 7:12, 8:3)",a chamber covered; the sea-shore
Hur,Hur,Male,Both,supported Moses' hands during the battle against Amalek at Rephidim (EXO 17:10-12),liberty; whiteness; hole
Hurai,Hurai,Male,Both,"Linen-worker, one of David’s heroes, a native of the valley of Mount Gaash ([1 Chr",
Huram,Huram,Male,Both,"Generally “Huram,” one of the sons of Bela ([1 Chr",their liberty; their whiteness; their hole
Huram-abi,Huram-abi,Male,OT,"skilled craftsman, son of a Danite woman and Tyrian father (2CH 2:13)",
Huri,Huri,Male,OT,"son of Jaroah (1CH 5:14), Gadite (1CH 5:11)",being angry; or same as Huram
Hushah,Hushah,Male,OT,son of Ezer (1CH 4:4),hasting; holding peace
Hushai,Husai,Male,Both,"the Archite (2SA 15:32), David's friend (1CH 27:33)",their haste; their sensuality; their silence
Husham,Husham,Male,Both,"King of Edom, successor to Jobab, from the land of the Temanites (GEN 36:34)",
Hushim,Hushim,Male,OT,son of Dan (GEN 46:23),
Huz,Huz,Male,Unknown,,counsel; woods; fastened
Hymenaeus,Hymenaeus,Male,Unknown,handed over to Satan by Paul (1TI 1:20),
Ibhar,Ibhar,Male,OT,son of David (2SA 5:15),election; he that is chosen
Ibneiah,Ibneías,Male,OT,son of Jeroham (1CH 9:8),"Ibniah, the building of the Lord; the understanding of the Lord; son by adoption"
Ibnijah,Ibniías,Male,OT,descendant of Benjamin (1CH 9:8),
Ibri,Ibri,Male,OT,son of Jaaziah (1CH 24:27),passing over; being angry; being with young
Ibsam,Ibsam,Male,OT,son of Tola (1CH 7:2),
Ibzan,Ibzán,Male,Both,judge of Israel for seven years (JDG 12:8),father of a target; father of coldness
Ichabod,Ichabod,Male,OT,"Phinehas's son (1SA 4:21), Eli's grandson","where is the glory? or, no glory"
Idbash,Idbash,Male,OT,son of Etam (1CH 4:3),flowing with honey; the land of destruction
Iddo,Iddo,Male,OT,father of Ahinadab (1KI 4:14),his band; power; praise
Iezer,Iezer,Male,OT,son of Gilead (NUM 26:30),
Igal,Igal,Male,Both,1 of the 12 spies- from Issachar (NUM 13:7),redeemed; defiled
Igdaliah,Igdalías,Male,Both,"the man of G-d, father of Hanan (JER 35:4)",the greatness of the Lord
Igeal,Igeal,Male,OT,[1 Chr,a redeemer; redeemed; defiled
Ikkesh,Ikkesh,Male,OT,"father of Ira, one of David's mighty men (2SA 23:26)",forward; wicked
Ilai,Ilai,Male,OT,"An Ahohite, one of David’s chief warriors ([1 Chr",
Imla,Imla,Male,Both,"Replenisher, the father of Micaiah the prophet ([2 Chr",
Imlah,Imlah,Male,OT,father of Micaiah (1KI 22:8),plentitude; circumcision
Immanuel,Immanuel,Male,Both,the son of Isaiah (ISA 8:2) given as a sign by G-d to Ahaz (ISA 7:14),God with us
Immer,Immer,Male,OT,"father of Meshillemith (1CH 9:12), priest (EZR 2:37, NEH 7:40)",saying; speaking; a lamb
Imna,Imna,Male,OT,son of Hotham (1CH 7:35),
Imnah,Imnah,Male,OT,son of Asher (GEN 46:17),same as Jimnah
Imrah,Imrah,Male,OT,son of Zophah (1CH 7:36),a rebel; waxing bitter; changing
Imri,Imri,Male,OT,son of Bani (1CH 9:4),speaking; exalting; bitter; a lamb
Iob,Iob,Male,OT,son of Issachar (GEN 46:13),
Iphdeiah,Iphdeías,Male,OT,son of Shashak (1CH 8:25),
Iphedeiah,Ifedeías,Male,Both,"Set free by Jehovah, a chief of the tribe of Benjamin ([1 Chr",redemption of the Lord
Ir,Ir,Male,Unknown,,watchman; city; vision
Ira,Ira,Male,Both,"the Jairite, priest to David (2SA 20:26)",watchman; making bare; pouring out
Irad,Irad,Male,Both,son of Enoch (GEN 4:18),wild ass; heap of empire; dragon
Iram,Iram,Male,OT,chief of Edom (GEN 36:43),the effusion of them; a high heap
Iri,Iri,Male,OT,son of Bela (1CH 7:7),fire; light
Irijah,Iriías,Male,Both,a captain of the guard (JER 37:13),the fear of the Lord
Iru,Iru,Male,OT,son of Caleb (1CH 4:15),
Isaac,Isaac,Male,Both,son of Abraham and Sarah (GEN 17:21),laughter
Isaiah,Isaías,Male,Both,the prophet and son of Amoz (2KI 19:2),the salvation of the Lord
Iscah,Iscah,Female,Both,daughter of Haran (GEN 11:29),he that anoints
Ish-bosheth,Is-boset,Male,Both,(illegitimate?) son of Saul (2SA 2:8),
Ishbah,Ishbah,Male,OT,son of Mered and Bithia (1CH 4:17),
Ishbak,Ishbak,Male,OT,son of Abraham through Keturah (GEN 25:2),who is empty or exhausted
Ishbi-benob,Ishbi-benob,Male,Both,"descendants of Raphah [""the giant""?] (2SA 21:16)",respiration; conversion; taking captive
Ishhod,Ishhod,Male,OT,son of Hammolecheth (1CH 7:18),
Ishi,Ishi,Male,OT,son of Appaim (1CH 2:31),salvation
Ishiah,Ishías,Male,Unknown,,it is the Lord
Ishijah,Ishiías,Male,Unknown,,
Ishma,Ishma,Male,OT,son of Etam (1CH 4:3),named; marveling; desolation
Ishmael,Ismael,Male,Both,son of Abram and Hagar (GEN 16:15),God that hears
Ishmaiah,Ishmaías,Male,Both,"chief officer for the Zebulunites, son of Obadiah (1CH 27:19)",hearing or obeying the Lord
Ishmerai,Ishmerai,Male,OT,son of Elpaal (1CH 8:18),"keeper, or keeping"
Ishod,Ishod,Male,Unknown,,a comely man
Ishpah,Ishpah,Male,OT,son of Beriah (1CH 8:16),
Ishpan,Ishpan,Male,OT,son of Shashak (1CH 8:22),
Ishvah,Ishvah,Male,OT,son of Asher (GEN 46:17),
Ishvi,Ishvi,Male,OT,son of Asher (GEN 46:17),
Ismachiah,Ismachías,Male,Both,overseer of the consecrated things under Conaniah (2CH 31:13),
Ismaiah,Ismaías,Male,Both,"A Gibeonite who joined David at Ziklag, “a hero among the thirty and over the thirty” ([1 Chr",
Ispah,Ispah,Male,Unknown,,a jasper stone
Israel,Israel,Male,OT,"One who follows on another’s heels; supplanter, ([Gen",who prevails with God
Issachar,Isacar,Male,OT,"ninth-born son of Jacob (GEN 30:17), son of Leah",reward; recompense
Isshiah,Isshías,Male,OT,son of Izrahiah (1CH 7:3),
Isshijah,Isshiías,Male,OT,descendant of Harim who had married a foreign wife (EZR 10:31),
Isuah,Isuah,Male,Unknown,,
Isui,Isui,Male,Unknown,,same as Ishuah
Ithamar,Itamar,Male,Both,son of Aaron (EXO 6:23),island of the palm-tree
Ithiel,Ithiel,Male,OT,son of Jeshaiah (NEH 11:7),"sign, or coming of God"
Ithmah,Ithmah,Male,Both,the Moabite (1CH 11:46),an orphan
Ithra,Ithra,Male,OT,father of Amasa (2SA 17:25),
Ithran,Ithran,Male,OT,son of Dishon (GEN 36:26),remaining; searching out diligently
Ithream,Ithream,Male,OT,sixth-born son of King David (2SA 3:5),excellence of the people
Ittai,Ittai,Male,Both,"the Gittite (2SA 15:19), seventeenth of ""the thirty"" of David's men (2SA 23:29)",
Izhar,Izhar,Male,Both,son of Kohath (EXO 6:18),
Izliah,Izlías,Male,OT,son of Elpaal (1CH 8:18),
Izrahiah,Izrahías,Male,OT,son of Uzzi (1CH 7:3),the Lord ariseth; the clearness of the Lord
Izri,Izri,Male,Unknown,,fasting; tribulation
Izziah,Izzías,Male,OT,descendant of Parosh who had married a foreign wife (EZR 10:25),
Jaakobah,Jaakobah,Male,Both,"??? (1CH 4:36), Simeonite (1CH 4:24)",supplanter; deceiver; the heel
Jaala,Jaala,Male,Both,"A wild she-goat, one of the Nethinim, whose descendants returned from the Captivity ([Neh",ascending; a little doe or goat
Jaalah,Jaalah,Male,OT,Solomon's servant (EZR 2:55),
Jaalam,Jaalam,Male,Both,"Concealer, the second of Esau’s three sons by Aholibamah ([Gen",hidden; young man; heir
Jaanai,Jaanai,Male,Both,"Mourner, one of the chief Gadites ([1 Chr",answering; afflicting; making poor
Jaare-oregim,Jaare-oregim,Male,Both,the Bethlehemite (2SA 21:19),
Jaareshiah,Jaareshías,Male,OT,son of Jeroham [Jeremoth v 14] (1CH 8:27),
Jaasau,Jaasau,Male,Unknown,,doing; my doing
Jaasiel,Jaasiel,Male,Both,the Mezobaite (1CH 11:47),God's work
Jaasu,Jaasu,Male,OT,descendant of Bani who had married a foreign wife (EZR 10:37),
Jaazaniah,Jaazanías,Male,Both,"son of the Maacathite, a captain of Judean forces during the Babylonian captivity (2KI 25:23)",whom the Lord will hear
Jaaziah,Jaazías,Male,Both,descendant of Merari (1CH 24:27),"Jaaziel, the strength of the Lord"
Jaaziel,Jaaziel,Male,OT,"second rank Levite, gatekeeper (1CH 15:18)",
Jabal,Jabal,Male,Both,father of those who dwell in tents and have livestock (GEN 4:20),which glides away
Jabesh,Jabesh,Male,Both,father of Shallum (2KI 15:10),dryness; confusion; shame
Jabez,Jabes,Male,OT,son of Koz? (1CH 4:9),sorrow; trouble
Jabin,Jabin,Male,Both,"King of Hazor (JOS 11:1), one of thirty-one kings (JOS 12:19) defeated by Joshua (JOS 12:7)","Jabneh, he that understands; building"
Jacan,Jacan,Male,OT,"??? (1CH 5:13), Gadite (1CH 5:11)",
Jachan,Jachan,Male,Both,"Mourner, one of the chief Gadite “brothers” in Bashan ([1 Chr",wearing out; oppressing
Jachin,Jachin,Male,Both,son of Simeon (GEN 46:10),he that strengthens and makes steadfast
Jacob,Jacob,Male,OT,second-born son of Isaac (GEN 25:25-26),"that supplants, undermines; the heel"
Jada,Jada,Male,OT,"son of Onam, son of Jerahmeel (1CH 2:28)",knowing
Jadau,Jadau,Male,Unknown,,his hand; his confession
Jaddai,Jaddai,Male,OT,descendant of Nebo who had married a foreign wife (EZR 10:43),
Jaddua,Jaddua,Male,Both,non-Levite leader (NEH 10:14),known
Jadon,Jadon,Male,Both,"the Meronothite, made repairs for the official seat of the governor (NEH 3:7)",
Jael,Jael,Female,Both,wife of Heber the Kenite (JDG 4:17) who killed Sisera (JDG 4:21),he that ascends; a kid
Jahath,Jahath,Male,OT,son of Reaiah (1CH 4:2),broken in pieces; descending
Jahaziah,Jahazías,Male,Unknown,,the vision of the Lord
Jahaziel,Jahaziel,Male,OT,Benjamite who came to David's aid at Ziklag (1CH 12:4),seeing God
Jahdai,Jahdai,Male,Both,son of Chelubai [Caleb]? (1CH 2:47),
Jahdiel,Jahdiel,Male,OT,head of households (1CH 5:24) in Manasseh (1CH 5:23),"the unity, or sharpness, or revenge, of God"
Jahdo,Jahdo,Male,OT,"son of Buz (1CH 5:14), Gadite (1CH 5:11)",I alone; his joy; his sharpness of wit; his newness
Jahleel,Jahleel,Male,OT,son of Zebulun (GEN 46:14),"waiting for, or beseeching, or hope in, God"
Jahmai,Jahmai,Male,OT,son of Tola (1CH 7:2),warm; making warm
Jahzeel,Jahzeel,Male,Both,son of Naphtali (GEN 46:24),"God hasteth, or divideth"
Jahzeiah,Jahzeías,Male,OT,opposed Israel's decision to set apart foreign wives (EZR 10:15),
Jahzerah,Jahzerah,Male,Both,son of Meshullam (1CH 9:12),
Jair,Jaír,Male,Both,captured the region of Argob and called it Havvoth-jair (NUM 32:41),"Jairus, my light; who diffuses light"
Jairus,Jairo,Male,NT,synagogue official whose daughter was healed (MRK 5:22),
Jakeh,Jakeh,Male,Both,father of Agur (PRO 30:1),
Jakim,Jakim,Male,OT,son of Shimei [Shema v13] (1CH 8:19),rising; confirming; establishing
Jalam,Jalam,Male,OT,son of Esau (GEN 36:5) and chief of Edom (GEN 36:18),
Jalon,Jalon,Male,Both,son of Ezrah (1CH 4:17),tarrying; murmuring
Jambres,Jambres,Male,NT,magician who opposed Moses (2TI 3:8),poverty; bitter; a rebel
James,Santiago,Male,NT,son of Zebedee (MAT 4:21),same as Jacob
Jamin,Jamin,Male,OT,son of Simeon (GEN 46:10),right hand; south wind
Jamlech,Jamlec,Male,OT,"??? (1CH 4:34), Simeonite (1CH 4:24)",reigning; asking counsel
Janai,Janai,Male,OT,"chief (1CH 5:12) in Bashan, Gadite (1CH 5:11)",
Janna,Janna,Male,Unknown,,"Jannes, who speaks or answers; afflicted; poor"
Jannai,Jannai,Male,NT,in the lineage of Messiah (LUK 3:24),
Jannes,Jannes,Male,NT,magician who opposed Moses (2TI 3:8),
Japheth,Jafet,Male,Both,son of Noah (GEN 5:32),
Japhia,Jafia,Male,Both,King of Lachish during the conquest of the Land (JOS 10:3),enlightening; appearing
Japhlet,Japhlet,Male,OT,son of Heber (1CH 7:32),"Japhleti, delivered; banished"
Jarah,Jarah,Male,Unknown,,a wood; honeycomb; watching closely
Jared,Jared,Male,Both,son of Mahalael (GEN 5:12),a ruling; commanding; coming down
Jaresiah,Jaresías,Male,Unknown,,the bed of the Lord; the Lord hath taken away; poverty
Jarha,Jarha,Male,OT,Egyptian servant of Sheshan (1CH 2:34),
Jarib,Jarib,Male,Both,"Priest Ezra sent to Iddo (EZR 8:16), married a foreign wife (EZR 10:18)",fighting; chiding; multiplying; avenging
Jaroah,Jaroah,Male,OT,"son of Gilead (1CH 5:14), Gadite (1CH 5:11)",
Jashar,Jashar,Male,Both,the book of Jashar (JOS 10:13),
Jashen,Jashen,Male,Both,"son of Eliahba, twenty-third of ""the thirty"" of David's men (2SA 23:32)",
Jasher,Jasher,Male,Unknown,Upright,righteous; upright
Jashobeam,Jashobeam,Male,Both,the Korahite (1CH 12:6),the people sitting; or captivity of the people
Jashub,Jashub,Male,OT,descendant of Bani who had married a foreign wife (EZR 10:29),a returning; a controversy; a dwelling place
Jashubi-lehem,Jashubi-lehem,Male,OT,"son of Shelah, son of Judah (1CH 4:22)",
Jasiel,Jasiel,Male,Unknown,,the strength of God
Jason,Jason,Male,NT,owner of the house where Paul and Silas were staying in Thessalonica (ACT 17:5),he that cures
Jathniel,Jathniel,Male,OT,fourth-born son of Meshelemiah [Shallum_7] (1CH 26:2),gift of God
Javan,Javan,Male,Both,son of Japheth (GEN 10:2),deceiver; one who makes sad
Jaziz,Jaziz,Male,Both,the Hagrite in charge of David's flocks (1CH 27:31),brightness; departing
Jeaterai,Jeaterai,Male,Unknown,,searching out
Jeatherai,Jeatherai,Male,OT,son of Zerah (1CH 6:21),
Jeberechiah,Jeberechías,Male,OT,father of Zechariah (ISA 8:2),"speaking well of, or kneeling to, the Lord"
Jebus,Jebus,Male,OT,son of Canaan (GEN 10:15),treading under foot; manger
Jebusite,Jebusite,Male,Both,"The name of the original inhabitants of Jebus, mentioned frequently among the seven nations doomed to destruction ([Gen",
Jecamiah,Jecamías,Male,Unknown,,"resurrection, or confirmation, or revenge, of the Lord"
Jecoliah,Jecolías,Female,Both,mother of Azariah (2KI 15:2),"perfection, or power, of the Lord"
Jedaiah,Jedaías,Male,OT,"son of Shimri (1CH 4:37), Simeonite (1CH 4:24)",the hand of the Lord; confessing the Lord
Jediael,Jediael,Male,Both,son of Shimri (1CH 11:45),"the science, or knowledge, of God"
Jedidah,Jedidah,Female,OT,mother of Josiah (2KI 22:1),well beloved; amiable
Jeduthun,Jeduthun,Male,OT,father of Galal (1CH 9:16),his law; giving praise
Jehaleleel,Jehaleleel,Male,OT,A descendant of Judah ([1 Chr,"Jehalelel, praising God; clearness of God"
Jehalelel,Jehalelel,Male,Both,A Levite of the family of Merari ([2 Chr,
Jehallelel,Jehallelel,Male,OT,"father of Zip, Ziphah, Tira, and Asarel (1CH 4:16)",
Jehdeiah,Jehdeías,Male,Both,"son of Shebuel (Shubael), son of Gershom, son of Moses (1CH 24:20)","joy together, one Lord"
Jehezekel,Jehezekel,Male,Unknown,,strength of God
Jehezkel,Jehezkel,Male,Both,twentieth-chosen priest for the twenty-four courses (1CH 24:16),
Jehiah,Jehías,Male,Both,one of the gatekeepers for the ark (1CH 15:23),the Lord liveth
Jehiel,Jehiel,Male,OT,"second rank Levite, gatekeeper (1CH 15:18), son of Ladan [Libni_1] (1CH 23:8)",
Jehikhiah,Jehikhías,Male,OT,"son of Shallum, aided defeated Judaites (2CH 28:12)",
Jehizkiah,Jehizkías,Male,Both,"Jehovah strengthens, one of the chiefs of Ephraim ([2 Chr",
Jehoaddah,Jehoaddah,Male,OT,son of Ahaz (1CH 8:36),
Jehoaddan,Jehoaddan,Female,NT,"Jehovah his ornament, the wife of King Jehoash, and mother of King Amaziah ([2 Kings 14:2](/2kgs#2Kgs","pleasure, or time, of the Lord"
Jehoaddin,Jehoaddin,Female,OT,"of Jerusalem, mother of Amaziah (2KI 14:2)",
Jehoahaz,Joacaz,Male,Both,"King of Israel, son of Jehu (2KI 10:35)",possession of the Lord
Jehohanan,Jehohanan,Male,Both,"in his house, Ezra mourned over the unfaithfulness of Israel (EZR 10:6)","grace, or mercy, or gift, of the Lord"
Jehoiachin,Joaquín,Male,OT,"King of Judah, son of Eliakim [Jehoiakim] (2KI 24:6)","preparation, or strength, of the Lord"
Jehoiada,Jehoiada,Male,Both,"father of Benaiah (2SA 8:18), a priest (1CH 27:5)",knowledge of the Lord
Jehoiakim,Joacim,Male,NT,"He whom Jehovah has set up, the second son of Josiah, and eighteenth king of Judah, which he ruled over for eleven years (B","avenging, or establishing, or resurrection, of the Lord"
Jehoiarib,Jehoiarib,Male,Both,"priest (1CH 9:10), Joiarib in NEH 12:6","fighting, or multiplying, of the Lord"
Jehonadab,Jehonadab,Male,OT,son of Rechab (2KI 10:15),"Jonadab, free giver; liberality"
Jehonathan,Jehonathan,Male,Both,Levite sent by Jehoshaphat (2CH 17:8),gift of the Lord; gift of a dove
Jehoram,Joram,Male,Both,King of Judah and son of Jehoshaphat (1KI 22:50),exaltation of the Lord
Jehoshabeath,Jehoshabeath,Female,NT,"Jehovah-swearing, the daughter of Jehoram, the king of Israel",
Jehoshaphat,Josafat,Male,OT,son of Ahilud and recorder in David's kingdom (2SA 8:16),the Lord is judge
Jehosheba,Jehosheba,Female,OT,"daughter of King Joram [of Judah], sister of Ahaziah (2KI 11:2)","fullness, or oath, of the Lord"
Jehozabad,Jehozabad,Male,Both,killed King Joash (2KI 12:21),the Lord's dowry; having a dowry
Jehozadak,Jehozadak,Male,OT,son of Seriah_2 (1CH 6:14) went with Judah into exile by Nebuchadnezzar (1CH 6:15),justice of the Lord
Jehu,Jehú,Male,Both,son of Hanani (1KI 16:1) and a prophet (1KI 16:12) [seer in 2CH 16:7],himself who exists
Jehubbah,Jehubbah,Male,OT,son of Shomer (1CH 7:34),"hiding, binding"
Jehucal,Jehucal,Male,OT,son of Shelemiah (JER 37:3),mighty; perfect; wasted
Jehudi,Jehudi,Male,OT,son of Nethaniah (JER 36:14),
Jehudijah,Jehudiías,Female,Unknown,,the praise of the Lord
Jehush,Jehush,Male,OT,[1 Chr,keeping counsel; fastened
Jeiel,Jeiel,Male,OT,"1CH 5:7, Reubenite (1CH 5:3)",
Jekameam,Jekameam,Male,OT,descendant of Hebron (1CH 23:19),
Jekamiah,Jekamías,Male,OT,son of Shallum (1CH 2:41),"establishing, or revenging, of the Lord"
Jekuthiel,Jekuthiel,Male,OT,"son of Mered and ""his Jewish wife"" (1CH 4:18)","hope, or congregation, of the Lord"
Jemima,Jemima,Female,Both,"Dove, the eldest of Job’s three daughters born after his time of trial ([Job 42:14](/job#Job",handsome as the day
Jemimah,Jemimah,Female,OT,daughter of Job (JOB 42:14),
Jemuel,Jemuel,Male,OT,son of Simeon (GEN 46:10),God's day; son of God
Jephthah,Jefté,Male,Both,a valiant warrior (JDG 11:1),
Jephunneh,Jefunneh,Male,Both,father of Caleb (NUM 13:6),he that beholds
Jerah,Jerah,Male,OT,son of Joktan (GEN 10:26),the moon; month; smelling sweet
Jerahmeel,Jerahmeel,Male,Both,"son of Hezron, son of Perez (1CH 2:9)","the mercy, or the beloved, of God"
Jered,Jered,Male,OT,"son of Mered and ""his Jewish wife"" (1CH 4:18)",ruling; coming down
Jeremai,Jeremai,Male,OT,descendant of Hashum who had married a foreign wife (EZR 10:33),my height; throwing forth waters
Jeremiah,Jeremías,Male,Both,"of Libnah, father of Hamutal (2KI 23:31)",exaltation of the Lord
Jeremoth,Jeremoth,Male,OT,son of Becher (1CH 7:8),eminences; one that fears death
Jeriah,Jerías,Male,Both,"descendant of Hebron (1CH 23:19), chief among the Hebronites from Jazer of Gilead (1CH 26:31)","fear, or throwing down, of the Lord"
Jeribai,Jeribai,Male,OT,son of Elnaam (1CH 11:46),
Jeriel,Jeriel,Male,OT,son of Tola (1CH 7:2),"fear, or vision of God"
Jerijah,Jeriías,Male,Unknown,,same as Jeriah
Jerimoth,Jerimoth,Male,Both,son of Bela (1CH 7:7),he that fears or rejects death
Jerioth,Jerioth,Female,OT,wife (?) of Chelubai [Caleb] (1CH 2:18),kettles; breaking asunder
